"NomBan","NomAlb","NomCan","Estrellas"
"Entombed","Clandestine","Stranger Aeons","2"
"Entombed","Left Hand Path","But Life Goes On","1"
"Entombed","Left Hand Path","Drowned","2"
"Entombed","Left Hand Path","Left Hand Path","3"
"Entombed","Left Hand Path","Morbid Devourment","0"
"Entombed","Left Hand Path","Revel in Flesh","2"
"Entombed","Left Hand Path","Supposed to Rod","1"
"Entombed","Morning Star","I for an Eye","0"
"Entombed","Wolverine Blues","Eyemaster","1"
"Entombed","Wolverine Blues","Hollowman","0"
"Entombed","Wolverine Blues","Wolverine Blues","3"
"Epica","Consign to Oblivion","Blank Infinity","1"
"Epica","Consign to Oblivion","Consign to Oblivion","2"
"Epica","Consign to Oblivion","Force of the Shore","0"
"Epica","Consign to Oblivion","Quietus","0"
"Epica","Design Your Universe","Design Your Universe","2"
"Epica","Design Your Universe","Unleashed","3"
"Epica","Requiem for the Indifferent","Storm the Sorrow","2"
"Epica","The Divine Conspiracy","Chasing the Dragon","2"
"Epica","The Divine Conspiracy","Sancta Terra","2"
"Epica","The Divine Conspiracy","The Obsessive Devotion","2"
"Epica","The Holographic Principle","Beyond the Matrix","0"
"Epica","The Holographic Principle","Universal Death Squad","0"
"Epica","The Phantom Agony","Cry for the Moon","3"
"Epica","The Phantom Agony","Façade of Reality","0"
"Epica","The Phantom Agony","Feint","0"
"Epica","The Phantom Agony","Sensorium","3"
"Epica","The Phantom Agony","The Phantom Agony","2"
"Epica","The Quantum Enigma","The Essence of Silence","2"
"Equilibrium","Armageddon","Born to Be Epic","2"
"Equilibrium","Armageddon","Heimat","1"
"Equilibrium","Armageddon","Prey","0"
"Equilibrium","Erdentempel","Waldschrein","2"
"Equilibrium","Erdentempel","Wirtshaus Gaudi","2"
"Equilibrium","Rekreatur","Der Ewige Sieg","2"
"Equilibrium","Renegades","Johnny B","0"
"Equilibrium","Renegades","Renegades - A Lost Generation","0"
"Equilibrium","Renegades","Tornado","0"
"Equilibrium","Sagas","Blut im Auge","3"
"Equilibrium","Sagas","Heimwärts","1"
"Equilibrium","Sagas","Prolog Auf Erden","0"
"Equilibrium","Sagas","Unbesiegt","3"
"Equilibrium","Turis Fratyr","Der Sturm","1"
"Equilibrium","Turis Fratyr","Met","2"
"Equilibrium","Turis Fratyr","Unter Der Eiche","0"
"Equilibrium","Turis Fratyr","Widars Hallen","0"
"Equilibrium","Turis Fratyr","Wingthors Hammer","0"
"Equilibrium","Waldschrein EP","Himmelsrand","1"
"Europe","On the Loose","Rock the Night","3"
"Europe","Out of This World","Let the Good Times Rock","0"
"Europe","Out of This World","Superstitious","2"
"Europe","Prisoners in Paradise","I'll Cry for You","0"
"Europe","The Final Countdown","Carrie","3"
"Europe","The Final Countdown","Cherokee","2"
"Europe","The Final Countdown","Love Chaser","0"
"Europe","The Final Countdown","The Final Countdown","3"
"Europe","Wings of Tomorrow","Dreamer","0"
"Europe","Wings of Tomorrow","Open Your Heart","2"
"Evanescence","Evanescence","My Heart is Broken","1"
"Evanescence","Fallen","Bring Me to Life","3"
"Evanescence","Fallen","Everybody's Fool","2"
"Evanescence","Fallen","Going Under","3"
"Evanescence","Fallen","Haunted","0"
"Evanescence","Fallen","Hello","1"
"Evanescence","Fallen","Imaginary","2"
"Evanescence","Fallen","My Immortal","3"
"Evanescence","Fallen","Tourniquet","1"
"Evanescence","The Open Door","Call Me When You're Sober","2"
"Evanescence","The Open Door","Lithium","2"
"Evanescence","The Open Door","Sweet Sacrifice","0"
"Exhorder","Mourn the Southern Skies","My Time","2"
"Exhorder","Slaughter in the Vatican","Anal Lust","0"
"Exhorder","Slaughter in the Vatican","Death in Vain","3"
"Exhorder","Slaughter in the Vatican","Desecrator","3"
"Exhorder","Slaughter in the Vatican","Exhorder","2"
"Exhorder","Slaughter in the Vatican","Homicide","2"
"Exhorder","Slaughter in the Vatican","Legions of Death","2"
"Exhorder","Slaughter in the Vatican","Slaughter in the Vatican","3"
"Exhorder","Slaughter in the Vatican","The Tragic Period","1"
"Exhorder","The Law","(Cadence of) The Dirge","0"
"Exhorder","The Law","Into the Void","1"
"Exhorder","The Law","Soul Search Me","2"
"Exhorder","The Law","The Law","0"
"Exhorder","The Law","Unforgiven","1"
"Exodus","Bonded by Blood","A Lesson in Violence","2"
"Exodus","Bonded by Blood","And Then There Were None","1"
"Exodus","Bonded by Blood","Bonded by Blood","3"
"Exodus","Bonded by Blood","Metal Command","0"
"Exodus","Bonded by Blood","Piranha","2"
"Exodus","Bonded by Blood","Strike of the Beast","2"
"Exodus","Exhibit B: The Human Condition","Downfall","0"
"Exodus","Fabulous Disaster","The Toxic Waltz","3"
"Exodus","Force of Habit","Good Day to Die","0"
"Exodus","Shovel Headed Kill Machine","Deathamphetemine","1"
"Exodus","Tempo of the Damned","Blacklist","2"
"Exodus","Tempo of the Damned","War is My Shepherd","1"
"Exodus","The Atrocity Exhibition... Exhibit A","Children of a Worthless God","2"
"Faith No More","Album of the Year","Ashes to Ashes","2"
"Faith No More","Album of the Year","Stripsearch","0"
"Faith No More","Angel Dust","A Small Victory","1"
"Faith No More","Angel Dust","Easy","3"
"Faith No More","Angel Dust","Everything's Ruined","0"
"Faith No More","Angel Dust","Midlife Crisis","3"
"Faith No More","King for a Day... Fool for a Lifetime","Digging the Grave","0"
"Faith No More","King for a Day... Fool for a Lifetime","Evidence","2"
"Faith No More","The Real Thing","Epic","3"
"Faith No More","The Real Thing","Falling to Pieces","2"
"Faith No More","The Real Thing","From Out of Nowhere","0"
"Faith No More","The Real Thing","The Real Thing","0"
"Faith No More","We Care a Lot","We Care a Lot","1"
"Falkenbach","...En Their Medh Riki Fara...","Heathenpride","2"
"Falkenbach","...Magni blandinn ok megintiri...","Baldurs Tod","0"
"Falkenbach","...Magni blandinn ok megintiri...","The Heathenish Foray","0"
"Falkenbach","...Magni blandinn ok megintiri...","Wallhall","0"
"Falkenbach","...Magni blandinn ok megintiri...","When Gjallarhorn Will Sound","2"
"Falkenbach","Asa","Bluot Fuër Bluot","1"
"Falkenbach","Asa","Eweroun","3"
"Falkenbach","Asa","Ufirstanan Folk","0"
"Falkenbach","Asa","Vaer Stjernar Vaerdan","1"
"Falkenbach","Heralding - The Fireblade","Havamal","2"
"Falkenbach","Heralding - The Fireblade","Heathen Foray","2"
"Falkenbach","Heralding - The Fireblade","Heralder","0"
"Falkenbach","Heralding - The Fireblade","Walkiesjar","0"
"Falkenbach","Ok nefna tysvar Ty","...As Long as Winds Will Blow...","1"
"Falkenbach","Ok nefna tysvar Ty","...The Ardent Awaited Land","1"
"Falkenbach","Ok nefna tysvar Ty","Donar's Oak","1"
"Falkenbach","Ok nefna tysvar Ty","Vanadis","2"
"Falkenbach","Tiurida","...Where His Ravens Fly...","0"
"Fates Warning","Awaken the Guardian","Guardian","2"
"Fates Warning","Awaken the Guardian","Prelude to Ruin","0"
"Fates Warning","Disconnected","One","2"
"Fates Warning","Inside Out","Monument","0"
"Fates Warning","No Exit","The Ivory Gate of Dreams: IV. Quietus","0"
"Fates Warning","Parallels","Eye to Eye","1"
"Fates Warning","Parallels","Life in Still Water","0"
"Fates Warning","Parallels","Point of View","2"
"Fates Warning","Parallels","The Eleven Hour","3"
"Fates Warning","Parallels","We Only Say Goodbye","0"
"Fates Warning","Perfect Symmetry","Through Different Eyes","2"
"Fates Warning","The Spectre Within","The Apparition","0"
"Fear Factory","Archetype","Archetype","2"
"Fear Factory","Demanufacture","Demanufacture","2"
"Fear Factory","Demanufacture","Replica","3"
"Fear Factory","Demanufacture","Self Bias Resistor","2"
"Fear Factory","Demanufacture","Zero Signal","2"
"Fear Factory","Digimortal","Linchpin","3"
"Fear Factory","Genexus","Regenerate","2"
"Fear Factory","Mechanize","Fear Campaign","1"
"Fear Factory","Mechanize","Powershifter","2"
"Fear Factory","Obsolete","Cars","1"
"Fear Factory","Obsolete","Edgecrusher","1"
"Fear Factory","Obsolete","Shock","2"
"Fear Factory","Soul of a New Machine","Martyr","2"
"Fear Factory","The Industrialist","Recharger","2"
"Finntroll","Blodsvept","Blodsvept","0"
"Finntroll","Blodsvept","Häxbrygd","0"
"Finntroll","Blodsvept","Skogsdotter","1"
"Finntroll","Jaktens tid","Jaktens Tid","3"
"Finntroll","Jaktens tid","Slaget Vid Blodsälv","1"
"Finntroll","Midnattens Widunder","Midnattens Widunder","1"
"Finntroll","Nattfödd","Fiskarens Fiende","0"
"Finntroll","Nattfödd","Nattfödd","2"
"Finntroll","Nattfödd","Trollhammaren","3"
"Finntroll","Nifelvind","Ett Norrskensdad","0"
"Finntroll","Nifelvind","Solsagan","2"
"Finntroll","Nifelvind","Under Bergets Rot","2"
"Finntroll","Ur jordens djup","Korpens Saga","0"
"Five Finger Death Punch","A Decade of Destruction","Gone Away","0"
"Five Finger Death Punch","American Capitalist","Coming Down","1"
"Five Finger Death Punch","American Capitalist","Remember Everything","1"
"Five Finger Death Punch","American Capitalist","The Pride","1"
"Five Finger Death Punch","American Capitalist","Under and Over It","2"
"Five Finger Death Punch","And Justice for None","Blue On Black","0"
"Five Finger Death Punch","And Justice for None","Sham Pain","0"
"Five Finger Death Punch","Got Your Six","Jekyll and Hyde","1"
"Five Finger Death Punch","Got Your Six","Wash It All Away","1"
"Five Finger Death Punch","The Way of the Fist","Never Enough","1"
"Five Finger Death Punch","The Way of the Fist","The Bleeding","3"
"Five Finger Death Punch","The Way of the Fist","The Way of the Fist","0"
"Five Finger Death Punch","The Wrong Side of Heaven and the Righteous Side of Hell, Volume 1","Lift Me Up","1"
"Five Finger Death Punch","The Wrong Side of Heaven and the Righteous Side of Hell, Volume 1","Wrong Side of Heaven","3"
"Five Finger Death Punch","War Is the Answer","Bad Company","3"
"Five Finger Death Punch","War Is the Answer","Burn It Down","0"
"Five Finger Death Punch","War Is the Answer","Far from Home","2"
"Five Finger Death Punch","War Is the Answer","Hard to See","0"
"Gamma Ray","Heading for Tomorrow","Heaven Can Wait","2"
"Gamma Ray","Land of the Free","Land of the Free","2"
"Gamma Ray","Land of the Free","Man on a Mission","2"
"Gamma Ray","Land of the Free","Rebellion in Dreamland","3"
"Gamma Ray","Land of the Free","Time to Break Free","0"
"Gamma Ray","No World Order","Dethrone Tyranny","2"
"Gamma Ray","No World Order","New World Order","0"
"Gamma Ray","Power Plant","Armageddon","3"
"Gamma Ray","Power Plant","Send Me a Sign","3"
"Gamma Ray","Somewhere Out in Space","Somewhere Out in Space","1"
"Gamma Ray","To The Metal!","To the Metal","0"
"Ghost","Infestissumam","Ghuleh / Zombie Queen","0"
"Ghost","Infestissumam","Monstrance Clock","1"
"Ghost","Infestissumam","Year Zero","2"
"Ghost","Meliora","Cirice","3"
"Ghost","Meliora","From the Pinnacle to the Pit","2"
"Ghost","Meliora","He Is","2"
"Ghost","Opus Eponymous","Con Clavi Con Dio","0"
"Ghost","Opus Eponymous","Elizabeth","0"
"Ghost","Opus Eponymous","Ritual","3"
"Ghost","Popestar EP","Square Hammer","3"
"Ghost","Prequelle","Dance Macabre","2"
"Ghost","Prequelle","Faith","0"
"Ghost","Prequelle","Life Eternal","0"
"Ghost","Prequelle","Rats","2"
"Gloryhammer","Legends from Beyond the Galactic Terrorvortex","Gloryhammer","2"
"Gloryhammer","Legends from Beyond the Galactic Terrorvortex","Hootsforce","2"
"Gloryhammer","Legends from Beyond the Galactic Terrorvortex","Masters of the Galaxy","1"
"Gloryhammer","Legends from Beyond the Galactic Terrorvortex","The Land of Unicorns","0"
"Gloryhammer","Legends from Beyond the Galactic Terrorvortex","The Siege of Dunkeld","1"
"Gloryhammer","Space 1992: Rise of the Chaos Wizards","Goblin King of the Darkstorm Galaxy","2"
"Gloryhammer","Space 1992: Rise of the Chaos Wizards","Legend of the Astral Hammer","1"
"Gloryhammer","Space 1992: Rise of the Chaos Wizards","Rise of the Chaos Wizards","2"
"Gloryhammer","Space 1992: Rise of the Chaos Wizards","Universe on Fire","3"
"Gloryhammer","Tales from the Kingdom of Fife","Angus McFife","3"
"Gloryhammer","Tales from the Kingdom of Fife","Hail to Crail","0"
"Gloryhammer","Tales from the Kingdom of Fife","Magic Dragon","1"
"Gloryhammer","Tales from the Kingdom of Fife","Quest for the Hammer of Glory","0"
"Gloryhammer","Tales from the Kingdom of Fife","The Unicorn Invasion of Dundee","3"
"Godflesh","A World Lit Only by Fire","New Dark Ages","0"
"Godflesh","A World Lit Only by Fire","Shut Me Down","1"
"Godflesh","Godflesh","Veins","0"
"Godflesh","Hymns","Anthem","0"
"Godflesh","Post Self","Post Self","0"
"Godflesh","Pure","Mothra","2"
"Godflesh","Pure","Spite","1"
"Godflesh","Selfless","Crush my Soul","1"
"Godflesh","Streetcleaner","Christbait Rising","3"
"Godflesh","Streetcleaner","Like Rats","3"
"Godflesh","Streetcleaner","Streetcleaner","2"
"Godflesh","Streetcleaner","Tiny Tears","0"
"Godsmack","Awake","Awake","3"
"Godsmack","Awake","Greed","1"
"Godsmack","Faceless","I Stand Alone","3"
"Godsmack","Faceless","Serenity","1"
"Godsmack","Faceless","Straight Out of Line","2"
"Godsmack","Godsmack","Keep Away","2"
"Godsmack","Godsmack","Voodoo","3"
"Godsmack","Godsmack","Whatever","2"
"Godsmack","IV","The Enemy","0"
"Godsmack","The Oracle","Cryin' Like a Bitch!!","2"
"Godsmack","The Oracle","Love-Hate-Sex-Pain","0"
"Gojira","From Mars to Sirius","Backbone","2"
"Gojira","From Mars to Sirius","Flying Whales","3"
"Gojira","From Mars to Sirius","The Heaviest Matter of the Universe","3"
"Gojira","L'Enfant sauvage","Born in Winter","0"
"Gojira","L'Enfant Sauvage","L'Enfant Sauvage","2"
"Gojira","L'Enfant sauvage","The Gift of Guilt","1"
"Gojira","Magma","Silvera","2"
"Gojira","Magma","Stranded","2"
"Gojira","Magma","The Shooting Star","0"
"Gojira","The Way of All Flesh","Oroborus","2"
"Gojira","The Way of All Flesh","The Art of Dying","3"
"Gojira","The Way of All Flesh","Toxic Garbage Island","1"
"Gojira","The Way of All Flesh","Vacuity","0"
"Gorgoroth","Ad Majorem Sathanas Gloriam","Carving a Giant","3"
"Gorgoroth","Ad Majorem Sathanas Gloriam","Sign of an Open Eye","3"
"Gorgoroth","Antichrist","Possessed (By Satan)","2"
"Gorgoroth","Incipit Satan","Incipit Satan","0"
"Gorgoroth","Incipit Satan","Unchain My Heart!!!","3"
"Gorgoroth","Pentagram","Begravelsesnatt","0"
"Gorgoroth","Pentagram","Ritual","2"
"Gorgoroth","Quantos Possunt ad Satanitatem Trahunt","Prayer","0"
"Gorgoroth","Quantos Possunt ad Satanitatem Trahunt","Rebirth","0"
"Gorgoroth","Quantos Possunt ad Satanitatem Trahunt","Satan-Prometheus","1"
"Gorgoroth","Under the Sign of Hell","Krig","0"
"Gorgoroth","Under the Sign of Hell","Profetens Åpenbaring","2"
"Gorgoroth","Under the Sign of Hell","Revelation of Doom","1"
"Grave Digger","Ballads of a Hangman","Ballad of a Hangman","1"
"Grave Digger","Excalibur","Excalibur","3"
"Grave Digger","Excalibur","Morgane le Fay","1"
"Grave Digger","Excalibur","Pendragon","1"
"Grave Digger","Excalibur","The Round Table (Forever)","2"
"Grave Digger","Heart of Darkness","Circle of Witches","0"
"Grave Digger","Heavy Metal Breakdown","Heavy Metal Breakdown","3"
"Grave Digger","The Clans Will Rise Again","Highland Farewell","1"
"Grave Digger","Tunes of War","Rebellion (The Clans Are Marching)","3"
"Grave Digger","Tunes of War","Scotland United","2"
"Grave Digger","Tunes of War","The Ballad of Mary (Queen of Scots)","2"
"Grave Digger","Tunes of War","The Dark of the Sun","1"
"Guns N' Roses","Appetite for Destruction","It’s So Easy","0"
"Guns N' Roses","Appetite for Destruction","Paradise City","2"
"Guns N' Roses","Appetite for Destruction","Sweet Child O' Mine","3"
"Guns N' Roses","Appetite for Destruction","Welcome to the Jungle","3"
"Guns N' Roses","G N' R Lies","Patience","2"
"Guns N' Roses","Guns N' Roses","Knockin' on Heaven's Door","2"
"Guns N' Roses","Use Your Illusion I","Don't Cry","2"
"Guns N' Roses","Use Your Illusion I","Live and Let Die","1"
"Guns N' Roses","Use Your Illusion I","November Rain","2"
"Guns N' Roses","Use Your Illusion II","Civil War","1"
"Guns N' Roses","Use Your Illusion II","Estranged","0"
"Guns N' Roses","Use Your Illusion II","You Could Be Mine","2"
"Halford","Crucible","Golgotha","0"
"Halford","Halford IV - Made of Metal","Till the Day I Die","0"
"Halford","Live Insurrection","Hell's Last Survivor","0"
"Halford","Resurrection","Cyberworld","2"
"Halford","Resurrection","Locked and Loaded","2"
"Halford","Resurrection","Made in Hell","3"
"Halford","Resurrection","Night Fall","0"
"Halford","Resurrection","Resurrection","3"
"Halford","Resurrection","Saviour","0"
"Halford","Resurrection","Silent Screams","3"
"Halford","Resurrection","Slow Down","1"
"Halford","Resurrection","The One You Love to Hate","3"
"HammerFall","Built to Last","Second to One","0"
"HammerFall","Chapter V: Unbent, Unbowed, Unbroken","Blood Bound","2"
"HammerFall","Crimson Thunder","Crimson Thunder","0"
"HammerFall","Crimson Thunder","Hearts on Fire","3"
"HammerFall","Crimson Thunder","Riders of the Storm","0"
"HammerFall","Glory to the Brave","Glory to the Brave","2"
"HammerFall","Legacy of Kings","Heeding the Call","2"
"HammerFall","Legacy of Kings","Let the Hammer Fall","1"
"HammerFall","No Sacrifice, No Victory","Any Means Necessary","1"
"HammerFall","Renegade","Always Will Be","1"
"HammerFall","Renegade","Renegade","1"
"HammerFall","rEvolution","Hector's Hymn","1"
"HammerFall","Steel Meets Steel: Ten Years of Glory","Last Man Standing","2"
"Hatebreed","Hatebreed","Everyone Bleeds Now","1"
"Hatebreed","Hatebreed","In Ashes They Shall Reap","0"
"Hatebreed","Perseverance","I Will Be Heard","3"
"Hatebreed","Perseverance","Perseverance","1"
"Hatebreed","Perseverance","Smash Your Enemies","0"
"Hatebreed","Satisfaction Is the Death of Desire","Empty Promises","2"
"Hatebreed","Supremacy","Defeatist","0"
"Hatebreed","Supremacy","Destroy Everything","3"
"Hatebreed","Supremacy","To the Threshold","2"
"Hatebreed","The Concrete Confessional","Looking Down the Barrel of Today","1"
"Hatebreed","The Concrete Confessional","Seven Enemies","0"
"Hatebreed","The Divinity of Purpose","Honor Never Dies","0"
"Hatebreed","The Rise of Brutality","Live for This","2"
"Hatebreed","The Rise of Brutality","This Is Now","2"
